Year,County,PQI,PQIDescription,Count_ICD9,Population_ICD9,ObsRate_ICD9,RiskAdjRate_ICD9,Count_ICD10,Population_ICD10,ObsRate_ICD10
2011,San Diego,11,Community-Acquired Pneumonia,4500,2407960,186.9,206.4,,,
2012,San Diego,11,Community-Acquired Pneumonia,3853,2359002,163.3,173.7,,,
2013,San Diego,11,Community-Acquired Pneumonia,3694,2394181,154.3,162.6,,,
2014,San Diego,11,Community-Acquired Pneumonia,3157,2438827,129.4,138.4,,,
2015,San Diego,11,Community-Acquired Pneumonia,2429,1829497,132.8,136,,,
2016,San Diego,11,Community-Acquired Pneumonia,,,,,"2,868","2,588,559",110.8
2017,San Diego,11,Community-Acquired Pneumonia,,,,,"2,339","2,609,157",89.6
2005,San Francisco,11,Community-Acquired Pneumonia,2043,655221,311.8,333.3,,,
2006,San Francisco,11,Community-Acquired Pneumonia,1762,661295,266.4,285.6,,,
2007,San Francisco,11,Community-Acquired Pneumonia,1837,670554,274,293.4,,,
2008,San Francisco,11,Community-Acquired Pneumonia,1796,682007,263.3,282.5,,,
2009,San Francisco,11,Community-Acquired Pneumonia,1638,691485,236.9,254.2,,,
2010,San Francisco,11,Community-Acquired Pneumonia,1467,694816,211.1,224.2,,,
2011,San Francisco,11,Community-Acquired Pneumonia,1410,701321,201,212.1,,,
2012,San Francisco,11,Community-Acquired Pneumonia,1199,704143,170.3,177.8,,,
2013,San Francisco,11,Community-Acquired Pneumonia,1140,712976,159.9,165.9,,,
2014,San Francisco,11,Community-Acquired Pneumonia,963,709035,135.8,140.5,,,
2015,San Francisco,11,Community-Acquired Pneumonia,758,548383,138.2,142,,,
2016,San Francisco,11,Community-Acquired Pneumonia,,,,,856,"758,535",112.8
2017,San Francisco,11,Community-Acquired Pneumonia,,,,,590,"765,526",77.1
2005,San Joaquin,11,Community-Acquired Pneumonia,1669,458859,363.7,430.8,,,
2006,San Joaquin,11,Community-Acquired Pneumonia,1534,463522,330.9,390.8,,,
2007,San Joaquin,11,Community-Acquired Pneumonia,1368,468057,292.3,341.6,,,
2008,San Joaquin,11,Community-Acquired Pneumonia,1388,471774,294.2,340.8,,,
2009,San Joaquin,11,Community-Acquired Pneumonia,1410,478055,294.9,338.3,,,
2010,San Joaquin,11,Community-Acquired Pneumonia,1387,486701,285,324.3,,,
2011,San Joaquin,11,Community-Acquired Pneumonia,1276,495680,257.4,290.7,,,
2012,San Joaquin,11,Community-Acquired Pneumonia,1128,482094,234,253.1,,,
2013,San Joaquin,11,Community-Acquired Pneumonia,1038,486694,213.3,227.6,,,
2014,San Joaquin,11,Community-Acquired Pneumonia,960,510294,188.1,207.8,,,
2015,San Joaquin,11,Community-Acquired Pneumonia,750,370942,202.2,208.6,,,
2016,San Joaquin,11,Community-Acquired Pneumonia,,,,,696,"532,776",130.6
2017,San Joaquin,11,Community-Acquired Pneumonia,,,,,578,"542,290",106.6
2005,San Luis Obispo,11,Community-Acquired Pneumonia,576,203693,282.8,277.6,,,
2006,San Luis Obispo,11,Community-Acquired Pneumonia,525,205958,254.9,248.8,,,
2007,San Luis Obispo,11,Community-Acquired Pneumonia,512,208250,245.9,236.6,,,
2008,San Luis Obispo,11,Community-Acquired Pneumonia,563,211458,266.2,254,,,
2009,San Luis Obispo,11,Community-Acquired Pneumonia,561,213363,262.9,247.7,,,
2010,San Luis Obispo,11,Community-Acquired Pneumonia,479,215558,222.2,207.6,,,
2011,San Luis Obispo,11,Community-Acquired Pneumonia,462,216909,213,196,,,
2012,San Luis Obispo,11,Community-Acquired Pneumonia,382,212867,179.5,159.9,,,
2013,San Luis Obispo,11,Community-Acquired Pneumonia,403,214971,187.5,164.6,,,
2014,San Luis Obispo,11,Community-Acquired Pneumonia,311,220837,140.8,125.7,,,
2015,San Luis Obispo,11,Community-Acquired Pneumonia,288,162048,177.7,150.8,,,
2016,San Luis Obispo,11,Community-Acquired Pneumonia,,,,,338,"231,506",146
2017,San Luis Obispo,11,Community-Acquired Pneumonia,,,,,266,"232,913",114.2
2005,San Mateo,11,Community-Acquired Pneumonia,1282,535835,239.3,244.7,,,
2006,San Mateo,11,Community-Acquired Pneumonia,1059,536688,197.3,200.5,,,
2007,San Mateo,11,Community-Acquired Pneumonia,1071,540450,198.2,199.7,,,
2008,San Mateo,11,Community-Acquired Pneumonia,1237,548333,225.6,226.4,,,
2009,San Mateo,11,Community-Acquired Pneumonia,1124,556343,202,201.9,,,
2010,San Mateo,11,Community-Acquired Pneumonia,1043,561671,185.7,183.9,,,
2011,San Mateo,11,Community-Acquired Pneumonia,862,567914,151.8,149,,,
2012,San Mateo,11,Community-Acquired Pneumonia,734,563760,130.2,124.4,,,
2013,San Mateo,11,Community-Acquired Pneumonia,805,572187,140.7,133.9,,,
2014,San Mateo,11,Community-Acquired Pneumonia,639,567038,112.7,106.7,,,
2015,San Mateo,11,Community-Acquired Pneumonia,517,438734,117.8,109.8,,,
2016,San Mateo,11,Community-Acquired Pneumonia,,,,,482,"607,802",79.3
2017,San Mateo,11,Community-Acquired Pneumonia,,,,,426,"611,146",69.7
2005,Santa Barbara,11,Community-Acquired Pneumonia,769,306606,250.8,262.5,,,
2006,Santa Barbara,11,Community-Acquired Pneumonia,741,307420,241,250.5,,,
2007,Santa Barbara,11,Community-Acquired Pneumonia,648,310281,208.8,215.1,,,
2008,Santa Barbara,11,Community-Acquired Pneumonia,611,314006,194.6,198.8,,,
2009,Santa Barbara,11,Community-Acquired Pneumonia,563,317734,177.2,180.3,,,
2010,Santa Barbara,11,Community-Acquired Pneumonia,556,321346,173,175.4,,,
2011,Santa Barbara,11,Community-Acquired Pneumonia,524,323344,162.1,163.1,,,
2012,Santa Barbara,11,Community-Acquired Pneumonia,517,314909,164.2,158.8,,,
2013,Santa Barbara,11,Community-Acquired Pneumonia,555,319459,173.7,167,,,
2014,Santa Barbara,11,Community-Acquired Pneumonia,425,324453,131,127.7,,,
2015,Santa Barbara,11,Community-Acquired Pneumonia,281,241070,116.6,108.9,,,
2016,Santa Barbara,11,Community-Acquired Pneumonia,,,,,303,"346,424",87.5
2017,Santa Barbara,11,Community-Acquired Pneumonia,,,,,261,"348,437",74.9
2005,Santa Clara,11,Community-Acquired Pneumonia,3089,1267009,243.8,295.1,,,
2006,Santa Clara,11,Community-Acquired Pneumonia,2749,1280352,214.7,256.9,,,
2007,Santa Clara,11,Community-Acquired Pneumonia,2510,1297418,193.5,228.6,,,
2008,Santa Clara,11,Community-Acquired Pneumonia,2453,1319407,185.9,217.4,,,
2009,Santa Clara,11,Community-Acquired Pneumonia,2310,1339490,172.5,199.1,,,
2010,Santa Clara,11,Community-Acquired Pneumonia,2162,1357407,159.3,181.4,,,
2011,Santa Clara,11,Community-Acquired Pneumonia,1803,1377352,130.9,146.8,,,
2012,Santa Clara,11,Community-Acquired Pneumonia,1564,1358776,115.1,124.5,,,
2013,Santa Clara,11,Community-Acquired Pneumonia,1619,1383328,117,125.1,,,
2014,Santa Clara,11,Community-Acquired Pneumonia,1450,1385342,104.7,112,,,
2015,Santa Clara,11,Community-Acquired Pneumonia,1243,1063381,116.9,121,,,
2016,Santa Clara,11,Community-Acquired Pneumonia,,,,,"1,362","1,497,619",90.9
2017,Santa Clara,11,Community-Acquired Pneumonia,,,,,"1,065","1,508,072",70.6
2005,Santa Cruz,11,Community-Acquired Pneumonia,399,193146,206.6,241.8,,,
2006,Santa Cruz,11,Community-Acquired Pneumonia,370,193902,190.8,221.2,,,
2007,Santa Cruz,11,Community-Acquired Pneumonia,441,195548,225.5,257.5,,,
2008,Santa Cruz,11,Community-Acquired Pneumonia,454,198374,228.9,258.6,,,
2009,Santa Cruz,11,Community-Acquired Pneumonia,347,201450,172.3,192.8,,,
2010,Santa Cruz,11,Community-Acquired Pneumonia,377,204227,184.6,205.5,,,
2011,Santa Cruz,11,Community-Acquired Pneumonia,423,205429,205.9,225.4,,,
2012,Santa Cruz,11,Community-Acquired Pneumonia,301,200670,150,158.7,,,
2013,Santa Cruz,11,Community-Acquired Pneumonia,313,203323,153.9,160.4,,,
2014,Santa Cruz,11,Community-Acquired Pneumonia,326,204815,159.2,167.6,,,
2015,Santa Cruz,11,Community-Acquired Pneumonia,243,153534,158.3,159,,,
2016,Santa Cruz,11,Community-Acquired Pneumonia,,,,,240,"221,191",108.5
2017,Santa Cruz,11,Community-Acquired Pneumonia,,,,,253,"222,187",113.9
2005,Shasta,11,Community-Acquired Pneumonia,658,133597,492.5,450.5,,,
2006,Shasta,11,Community-Acquired Pneumonia,609,134702,452.1,411.6,,,
2007,Shasta,11,Community-Acquired Pneumonia,548,135409,404.7,365.2,,,
2008,Shasta,11,Community-Acquired Pneumonia,538,136355,394.6,352.9,,,
2009,Shasta,11,Community-Acquired Pneumonia,457,137066,333.4,295.2,,,
2010,Shasta,11,Community-Acquired Pneumonia,479,137755,347.7,303.7,,,
2011,Shasta,11,Community-Acquired Pneumonia,505,138865,363.7,315.4,,,
2012,Shasta,11,Community-Acquired Pneumonia,455,137373,331.2,278.5,,,
2013,Shasta,11,Community-Acquired Pneumonia,429,138135,310.6,258.3,,,
2014,Shasta,11,Community-Acquired Pneumonia,392,142262,275.5,232.6,,,
2015,Shasta,11,Community-Acquired Pneumonia,317,104057,304.6,245.8,,,
2016,Shasta,11,Community-Acquired Pneumonia,,,,,334,"140,207",238.2
2017,Shasta,11,Community-Acquired Pneumonia,,,,,165,"141,171",116.9
2005,Sierra,11,Community-Acquired Pneumonia,8,2725,293.6,239.4,,,
2006,Sierra,11,Community-Acquired Pneumonia,12,2774,432.6,360.1,,,
2007,Sierra,11,Community-Acquired Pneumonia,7,2756,254,210.8,,,
2008,Sierra,11,Community-Acquired Pneumonia,6,2742,218.8,181.3,,,
2009,Sierra,11,Community-Acquired Pneumonia,8,2687,297.7,237.5,,,
2010,Sierra,11,Community-Acquired Pneumonia,5,2692,185.7,148.7,,,
2011,Sierra,11,Community-Acquired Pneumonia,8,2613,306.2,241.1,,,
2012,Sierra,11,Community-Acquired Pneumonia,10,4609,217,269.8,,,
2013,Sierra,11,Community-Acquired Pneumonia,6,4566,131.4,158.4,,,
2014,Sierra,11,Community-Acquired Pneumonia,6,3692,162.5,168.7,,,
2015,Sierra,11,Community-Acquired Pneumonia,6,4137,145,197.2,,,
2016,Sierra,11,Community-Acquired Pneumonia,,,,,6,"2,508",239.2
2017,Sierra,11,Community-Acquired Pneumonia,,,,,3,"2,529",118.6
2005,Siskiyou,11,Community-Acquired Pneumonia,208,35143,591.9,483.9,,,
2006,Siskiyou,11,Community-Acquired Pneumonia,161,35080,459,372.6,,,
2007,Siskiyou,11,Community-Acquired Pneumonia,188,35195,534.2,428.4,,,
2008,Siskiyou,11,Community-Acquired Pneumonia,216,35541,607.7,485.9,,,
2009,Siskiyou,11,Community-Acquired Pneumonia,205,35511,577.3,457.9,,,
2010,Siskiyou,11,Community-Acquired Pneumonia,184,35719,515.1,407.5,,,
2011,Siskiyou,11,Community-Acquired Pneumonia,169,35459,476.6,371.4,,,
2012,Siskiyou,11,Community-Acquired Pneumonia,155,36324,426.7,338.9,,,
2013,Siskiyou,11,Community-Acquired Pneumonia,162,36015,449.8,352.5,,,
2014,Siskiyou,11,Community-Acquired Pneumonia,153,36411,420.2,327.6,,,
2015,Siskiyou,11,Community-Acquired Pneumonia,101,27121,372.4,288.2,,,
2016,Siskiyou,11,Community-Acquired Pneumonia,,,,,144,"34,714",414.8
2017,Siskiyou,11,Community-Acquired Pneumonia,,,,,112,"35,010",319.9
2005,Solano,11,Community-Acquired Pneumonia,929,301678,307.9,369.6,,,
2006,Solano,11,Community-Acquired Pneumonia,832,303214,274.4,324.6,,,
2007,Solano,11,Community-Acquired Pneumonia,852,304287,280,325.8,,,
2008,Solano,11,Community-Acquired Pneumonia,813,306167,265.5,304,,,
2009,Solano,11,Community-Acquired Pneumonia,809,308635,262.1,295.3,,,
2010,Solano,11,Community-Acquired Pneumonia,877,313165,280,311,,,
2011,Solano,11,Community-Acquired Pneumonia,608,316734,192,211.4,,,
2012,Solano,11,Community-Acquired Pneumonia,555,312400,177.7,188.3,,,
2013,Solano,11,Community-Acquired Pneumonia,382,317212,120.4,125.5,,,
2014,Solano,11,Community-Acquired Pneumonia,464,320144,144.9,151.9,,,
2015,Solano,11,Community-Acquired Pneumonia,375,242676,154.5,155.2,,,
2016,Solano,11,Community-Acquired Pneumonia,,,,,432,"341,190",126.6
2017,Solano,11,Community-Acquired Pneumonia,,,,,290,"346,242",83.8
2005,Sonoma,11,Community-Acquired Pneumonia,976,358116,272.5,272.6,,,
2006,Sonoma,11,Community-Acquired Pneumonia,920,358614,256.5,254.2,,,
2007,Sonoma,11,Community-Acquired Pneumonia,877,361223,242.8,237.8,,,
2008,Sonoma,11,Community-Acquired Pneumonia,839,366471,228.9,222.1,,,
2009,Sonoma,11,Community-Acquired Pneumonia,819,372373,219.9,211.8,,,
2010,Sonoma,11,Community-Acquired Pneumonia,730,377723,193.3,185,,,
2011,Sonoma,11,Community-Acquired Pneumonia,623,381767,163.2,154.3,,,
2012,Sonoma,11,Community-Acquired Pneumonia,541,375444,144.1,131.5,,,
2013,Sonoma,11,Community-Acquired Pneumonia,517,380676,135.8,122.3,,,
2014,Sonoma,11,Community-Acquired Pneumonia,464,383621,121,110.3,,,
2015,Sonoma,11,Community-Acquired Pneumonia,366,289219,126.5,110.3,,,
2016,Sonoma,11,Community-Acquired Pneumonia,,,,,461,"402,727",114.5
2017,Sonoma,11,Community-Acquired Pneumonia,,,,,340,"404,309",84.1
2005,Stanislaus,11,Community-Acquired Pneumonia,1561,351584,444,522.7,,,
2006,Stanislaus,11,Community-Acquired Pneumonia,1469,355891,412.8,485.3,,,
2007,Stanislaus,11,Community-Acquired Pneumonia,1232,358840,343.3,400.6,,,
2008,Stanislaus,11,Community-Acquired Pneumonia,1200,360777,332.6,383.7,,,
2009,Stanislaus,11,Community-Acquired Pneumonia,1321,363949,363,414.4,,,
2010,Stanislaus,11,Community-Acquired Pneumonia,1124,368478,305,345.1,,,
2011,Stanislaus,11,Community-Acquired Pneumonia,1081,372845,289.9,325.1,,,
2012,Stanislaus,11,Community-Acquired Pneumonia,999,362639,275.5,296.5,,,
2013,Stanislaus,11,Community-Acquired Pneumonia,959,367108,261.2,277.5,,,
2014,Stanislaus,11,Community-Acquired Pneumonia,1018,381811,266.6,291.5,,,
2015,Stanislaus,11,Community-Acquired Pneumonia,766,278069,275.5,281.9,,,
2016,Stanislaus,11,Community-Acquired Pneumonia,,,,,841,"393,987",213.5
2017,Stanislaus,11,Community-Acquired Pneumonia,,,,,545,"399,374",136.5
2005,STATEWIDE,11,Community-Acquired Pneumonia,79426,26447742,300.3,347.8,,,
2006,STATEWIDE,11,Community-Acquired Pneumonia,68641,26679908,257.3,296.2,,,
2007,STATEWIDE,11,Community-Acquired Pneumonia,66153,26935982,245.6,279.9,,,
2008,STATEWIDE,11,Community-Acquired Pneumonia,65309,27272109,239.5,270.3,,,
2009,STATEWIDE,11,Community-Acquired Pneumonia,63080,27630963,228.3,255.3,,,
2010,STATEWIDE,11,Community-Acquired Pneumonia,60348,28000784,215.5,238.7,,,
2011,STATEWIDE,11,Community-Acquired Pneumonia,57822,28396857,203.6,223.2,,,
2012,STATEWIDE,11,Community-Acquired Pneumonia,50949,27818704,183.1,193.2,,,
2013,STATEWIDE,11,Community-Acquired Pneumonia,49516,28195720,175.6,183.1,,,
2014,STATEWIDE,11,Community-Acquired Pneumonia,43986,28842368,152.5,161.5,,,
2015,STATEWIDE,11,Community-Acquired Pneumonia,34923,21475302,162.6,164.1,,,
2016,STATEWIDE,11,Community-Acquired Pneumonia,,,,,"40,087","30,206,734",132.7
2017,STATEWIDE,11,Community-Acquired Pneumonia,,,,,"30,408","30,476,517",99.8
2005,Sutter,11,Community-Acquired Pneumonia,273,64008,426.5,464.6,,,
2006,Sutter,11,Community-Acquired Pneumonia,237,65772,360.3,393.6,,,
2007,Sutter,11,Community-Acquired Pneumonia,192,67100,286.1,311.1,,,
2008,Sutter,11,Community-Acquired Pneumonia,254,67885,374.2,398.7,,,
2009,Sutter,11,Community-Acquired Pneumonia,253,68389,369.9,389.2,,,
2010,Sutter,11,Community-Acquired Pneumonia,261,68807,379.3,392.7,,,
2011,Sutter,11,Community-Acquired Pneumonia,267,69305,385.3,393.4,,,
2012,Sutter,11,Community-Acquired Pneumonia,251,68806,364.8,365.2,,,
2013,Sutter,11,Community-Acquired Pneumonia,190,69609,273,269.7,,,
2014,Sutter,11,Community-Acquired Pneumonia,223,72717,306.7,310.5,,,
2015,Sutter,11,Community-Acquired Pneumonia,190,52739,360.3,340.9,,,
2016,Sutter,11,Community-Acquired Pneumonia,,,,,223,"70,836",314.8
2017,Sutter,11,Community-Acquired Pneumonia,,,,,123,"71,561",171.9
2005,Tehama,11,Community-Acquired Pneumonia,236,44895,525.7,480.6,,,
2006,Tehama,11,Community-Acquired Pneumonia,192,45563,421.4,386.8,,,
2007,Tehama,11,Community-Acquired Pneumonia,214,46078,464.4,426.5,,,
2008,Tehama,11,Community-Acquired Pneumonia,194,46523,417,383.7,,,
2009,Tehama,11,Community-Acquired Pneumonia,153,46816,326.8,298.5,,,
2010,Tehama,11,Community-Acquired Pneumonia,136,47599,285.7,260.2,,,
2011,Tehama,11,Community-Acquired Pneumonia,141,47875,294.5,262.8,,,
2012,Tehama,11,Community-Acquired Pneumonia,127,48301,262.9,234.5,,,
2013,Tehama,11,Community-Acquired Pneumonia,140,48413,289.2,254.4,,,
2014,Tehama,11,Community-Acquired Pneumonia,128,49807,257,230.7,,,
2015,Tehama,11,Community-Acquired Pneumonia,92,36662,250.9,216.7,,,
2016,Tehama,11,Community-Acquired Pneumonia,,,,,77,"48,265",159.5
2017,Tehama,11,Community-Acquired Pneumonia,,,,,53,"48,581",109.1
2005,Trinity,11,Community-Acquired Pneumonia,63,10730,587.1,542,,,
2006,Trinity,11,Community-Acquired Pneumonia,63,10964,574.6,514.3,,,
2007,Trinity,11,Community-Acquired Pneumonia,56,11018,508.3,446.6,,,
2008,Trinity,11,Community-Acquired Pneumonia,61,11094,549.8,470.7,,,
2009,Trinity,11,Community-Acquired Pneumonia,66,11212,588.7,496.3,,,
2010,Trinity,11,Community-Acquired Pneumonia,64,11321,565.3,467.4,,,
2011,Trinity,11,Community-Acquired Pneumonia,60,11284,531.7,430.2,,,
2012,Trinity,11,Community-Acquired Pneumonia,53,13009,407.4,368.8,,,
2013,Trinity,11,Community-Acquired Pneumonia,56,12954,432.3,382.5,,,
2014,Trinity,11,Community-Acquired Pneumonia,62,12540,494.4,418.4,,,
2015,Trinity,11,Community-Acquired Pneumonia,43,10219,420.8,376.7,,,
2016,Trinity,11,Community-Acquired Pneumonia,,,,,50,"10,666",468.8
2017,Trinity,11,Community-Acquired Pneumonia,,,,,40,"10,554",379
2005,Tulare,11,Community-Acquired Pneumonia,1261,274190,459.9,559.3,,,
2006,Tulare,11,Community-Acquired Pneumonia,1057,279155,378.6,461.4,,,
2007,Tulare,11,Community-Acquired Pneumonia,1138,284348,400.2,487.2,,,
2008,Tulare,11,Community-Acquired Pneumonia,1011,289358,349.4,422.9,,,
2009,Tulare,11,Community-Acquired Pneumonia,1076,294800,365,440.8,,,
2010,Tulare,11,Community-Acquired Pneumonia,1104,299782,368.3,441.7,,,
2011,Tulare,11,Community-Acquired Pneumonia,1144,304563,375.6,448.9,,,
2012,Tulare,11,Community-Acquired Pneumonia,1014,294333,344.5,394.1,,,
2013,Tulare,11,Community-Acquired Pneumonia,956,297733,321.1,365.3,,,
2014,Tulare,11,Community-Acquired Pneumonia,865,312899,276.4,324,,,
2015,Tulare,11,Community-Acquired Pneumonia,684,224331,304.9,335.3,,,
2016,Tulare,11,Community-Acquired Pneumonia,,,,,722,"317,183",227.6
2017,Tulare,11,Community-Acquired Pneumonia,,,,,588,"320,767",183.3
2005,Tuolumne,11,Community-Acquired Pneumonia,242,46037,525.7,447.6,,,
2006,Tuolumne,11,Community-Acquired Pneumonia,238,46178,515.4,434.3,,,
2007,Tuolumne,11,Community-Acquired Pneumonia,216,46095,468.6,387.6,,,
2008,Tuolumne,11,Community-Acquired Pneumonia,179,46161,387.8,316.1,,,
2009,Tuolumne,11,Community-Acquired Pneumonia,148,45938,322.2,258.5,,,
2010,Tuolumne,11,Community-Acquired Pneumonia,171,45625,374.8,296.5,,,
2011,Tuolumne,11,Community-Acquired Pneumonia,164,45626,359.4,280.8,,,
2012,Tuolumne,11,Community-Acquired Pneumonia,142,45848,309.7,241.8,,,
2013,Tuolumne,11,Community-Acquired Pneumonia,143,45813,312.1,239.6,,,
2014,Tuolumne,11,Community-Acquired Pneumonia,119,46483,256,195.8,,,
2015,Tuolumne,11,Community-Acquired Pneumonia,95,34447,275.8,209.1,,,
2016,Tuolumne,11,Community-Acquired Pneumonia,,,,,109,"44,818",243.2
2017,Tuolumne,11,Community-Acquired Pneumonia,,,,,61,"45,188",135
2005,Ventura,11,Community-Acquired Pneumonia,1464,579683,252.6,286.6,,,
2006,Ventura,11,Community-Acquired Pneumonia,1189,584984,203.3,227.8,,,
2007,Ventura,11,Community-Acquired Pneumonia,1238,588179,210.5,233.2,,,
2008,Ventura,11,Community-Acquired Pneumonia,1272,594902,213.8,233.4,,,
2009,Ventura,11,Community-Acquired Pneumonia,1207,603759,199.9,215.6,,,
2010,Ventura,11,Community-Acquired Pneumonia,1121,613523,182.7,195.3,,,
2011,Ventura,11,Community-Acquired Pneumonia,1178,621646,189.5,199.9,,,
2012,Ventura,11,Community-Acquired Pneumonia,1098,604609,181.6,182.9,,,
2013,Ventura,11,Community-Acquired Pneumonia,1034,611966,169,167.6,,,
2014,Ventura,11,Community-Acquired Pneumonia,907,627517,144.5,145.6,,,
2015,Ventura,11,Community-Acquired Pneumonia,774,462309,167.4,159.4,,,
2016,Ventura,11,Community-Acquired Pneumonia,,,,,808,"650,773",124.2
2017,Ventura,11,Community-Acquired Pneumonia,,,,,694,"655,773",105.8
2005,Yolo,11,Community-Acquired Pneumonia,292,138697,210.5,272,,,
2006,Yolo,11,Community-Acquired Pneumonia,305,141734,215.2,276.9,,,
2007,Yolo,11,Community-Acquired Pneumonia,297,145666,203.9,261.3,,,
2008,Yolo,11,Community-Acquired Pneumonia,306,148222,206.4,262,,,
2009,Yolo,11,Community-Acquired Pneumonia,269,150584,178.6,225,,,
2010,Yolo,11,Community-Acquired Pneumonia,249,152061,163.8,203.2,,,
2011,Yolo,11,Community-Acquired Pneumonia,232,153893,150.8,185.5,,,
2012,Yolo,11,Community-Acquired Pneumonia,175,150107,116.6,137.2,,,
2013,Yolo,11,Community-Acquired Pneumonia,171,151676,112.7,130.5,,,
2014,Yolo,11,Community-Acquired Pneumonia,172,158797,108.3,129,,,
2015,Yolo,11,Community-Acquired Pneumonia,137,115361,118.8,131.9,,,
2016,Yolo,11,Community-Acquired Pneumonia,,,,,132,"169,854",77.7
2017,Yolo,11,Community-Acquired Pneumonia,,,,,96,"172,865",55.5
2005,Yuba,11,Community-Acquired Pneumonia,240,46677,514.2,629.5,,,
2006,Yuba,11,Community-Acquired Pneumonia,240,48823,491.6,612.2,,,
2007,Yuba,11,Community-Acquired Pneumonia,191,49805,383.5,476.6,,,
2008,Yuba,11,Community-Acquired Pneumonia,216,50676,426.2,527.9,,,
2009,Yuba,11,Community-Acquired Pneumonia,203,50775,399.8,488.3,,,
2010,Yuba,11,Community-Acquired Pneumonia,216,51397,420.3,504.5,,,
2011,Yuba,11,Community-Acquired Pneumonia,223,51791,430.6,510.3,,,
2012,Yuba,11,Community-Acquired Pneumonia,183,52301,349.9,411.1,,,
